#time,accel_x,accel_y,accel_z
113.981805,1628.453072,-2516.700203,-77682.083497
113.984361,740.205942,-2664.741391,-77528.864398
113.986917,1184.329507,-2220.617826,-76149.892501
113.989473,2368.659014,-1776.494261,-76609.549800
113.992028,1332.370696,-2072.576638,-76149.892501
113.994584,1628.453072,-2812.782580,-77069.207099
113.997140,1332.370696,-2812.782580,-77222.426198
113.999696,1924.535449,-1628.453072,-76303.111601
114.002252,1036.288319,-3108.864956,-77222.426198
114.004807,1332.370696,-2220.617826,-77682.083497
114.007363,3108.864956,-2516.700203,-77375.645298
114.009919,888.247130,-2220.617826,-76762.768900
114.012475,1480.411884,-2072.576638,-76762.768900
114.015030,-148.041188,-3108.864956,-78601.398095
114.017586,8290.306550,-5033.400406,-77375.645298
114.020142,9770.718434,-3256.906145,-78754.617194
114.022698,740.205942,-1924.535449,-77528.864398
114.025250,5329.482782,-5773.606348,-78601.398095
114.027802,1776.494261,-296.082377,-77069.207099
114.030355,4737.318029,1480.411884,-76609.549800
114.032907,4885.359217,-2960.823768,-75843.454302
114.035459,2368.659014,-5477.523971,-75537.016103
114.038011,7550.100608,-8586.388927,-76303.111601
114.040564,12583.501014,3552.988522,-75077.358804
114.043116,-9474.636058,3552.988522,-76303.111601
114.045668,13027.624579,-6809.894666,-77988.521696
114.048221,-3404.947333,-1332.370696,-77375.645298
114.050773,-5329.482782,148.041188,-77988.521696
114.053325,1332.370696,-3552.988522,-76456.330700
114.055878,-9326.594869,-18357.107362,-81512.560987
114.058430,7254.018232,0.000000,-79214.274493
114.060982,-3108.864956,11991.336260,-72472.634111
114.063534,-5033.400406,-10658.965565,-79673.931792
114.066087,-888.247130,-4885.359217,-74464.482406
114.068639,0.000000,-888.247130,-77528.864398
114.071191,2812.782580,-2812.782580,-76303.111601
114.073744,-296.082377,-888.247130,-76303.111601
114.076296,-3108.864956,-148.041188,-77222.426198
114.078848,-4589.276840,-5477.523971,-79367.493593
114.081400,-4145.153275,-148.041188,-73698.386908
114.083953,740.205942,-5329.482782,-78141.740796
114.086505,-6365.771101,-4737.318029,-78448.178995
114.089057,296.082377,-7105.977043,-80133.589091
114.091610,1332.370696,-2516.700203,-75537.016103
114.094162,-5921.647536,-4885.359217,-76149.892501
114.096714,0.000000,444.123565,-75690.235202
114.099266,1776.494261,-1628.453072,-76609.549800
114.101819,-444.123565,-2220.617826,-77375.645298
114.104371,-4737.318029,-3701.029710,-75537.016103
114.106923,-888.247130,-4737.318029,-76915.987999
114.109476,-11991.336260,2368.659014,-76149.892501
114.112028,18209.066173,-3849.070898,-78754.617194
114.114580,-11843.295072,-3849.070898,-74004.825107
114.117133,5181.441594,-7698.141797,-77222.426198
114.119685,6513.812290,2516.700203,-74464.482406
114.122237,-16136.489536,2220.617826,-76762.768900
114.124789,7402.059420,-4293.194464,-80133.589091
114.127341,-1036.288319,-16136.489536,-79980.369991
114.129893,-5921.647536,592.164754,-78141.740796
114.132445,9030.512492,-7994.224174,-76149.892501
114.134997,15100.201217,-888.247130,-72932.291410
114.137548,2960.823768,9622.677246,-75077.358804
114.140100,-8734.430116,-7550.100608,-75996.673402
114.142652,25907.207970,-6513.812290,-81972.218286
114.145204,-5181.441594,-1628.453072,-74158.044206
114.147756,2072.576638,-11843.295072,-81206.122788
114.150307,9918.759623,14211.954086,-72779.072310
114.152859,6513.812290,-10807.006753,-82738.313784
114.155411,-4293.194464,-12583.501014,-79214.274493
114.157963,5477.523971,3552.988522,-75230.577904
114.160514,12435.459826,-888.247130,-77835.302597
114.163066,1480.411884,-5921.647536,-79367.493593
114.165618,4145.153275,2664.741391,-74158.044206
114.168170,4441.235652,-7105.977043,-76303.111601
114.170722,-3256.906145,-3256.906145,-76303.111601
114.173273,5625.565159,2072.576638,-74924.139704
114.175825,6217.729913,-740.205942,-77222.426198
114.178377,2368.659014,-1036.288319,-77069.207099
114.180929,4293.194464,-4737.318029,-77835.302597
114.183481,4885.359217,-3849.070898,-76609.549800
114.186032,-2812.782580,-3108.864956,-80286.808190
114.188584,9622.677246,-2960.823768,-77528.864398
114.191136,10510.924376,-888.247130,-74770.920605
114.193688,296.082377,-2960.823768,-78601.398095
114.196240,4885.359217,-2072.576638,-76303.111601
114.198791,8882.471304,-5033.400406,-76303.111601
114.201343,3701.029710,-3108.864956,-75690.235202
114.203895,3849.070898,-1184.329507,-79214.274493
114.206447,11103.089130,5181.441594,-73698.386908
114.208999,-2516.700203,-4737.318029,-78141.740796
114.211550,5329.482782,-12287.418637,-77528.864398
114.214102,5625.565159,740.205942,-76915.987999
114.216654,-7994.224174,-4589.276840,-79520.712692
114.219206,16432.571912,-2516.700203,-75383.797003
114.221757,15840.407159,7402.059420,-76762.768900
114.224309,3108.864956,-13619.789333,-79061.055394
114.226861,-11103.089130,-9918.759623,-82431.875585
114.229409,20725.766376,-2516.700203,-79520.712692
114.231957,-23242.466579,-8438.347739,-80746.465489
114.234505,2516.700203,1924.535449,-79827.150892
114.237053,18949.272115,-1480.411884,-72319.415011
114.239601,-26943.496289,-4885.359217,-76609.549800
114.242149,-10362.883188,1332.370696,-72625.853210
114.244698,16728.654289,-9474.636058,-80746.465489
114.247246,148.041188,8586.388927,-72319.415011
114.249794,-5921.647536,-3701.029710,-76762.768900
114.252342,4293.194464,-10807.006753,-76456.330700
114.254890,-11399.171507,-1184.329507,-77682.083497
114.257438,-3849.070898,-1480.411884,-79673.931792
114.259986,3404.947333,148.041188,-78141.740796
114.262534,-5181.441594,-4885.359217,-79214.274493
114.265082,-3108.864956,-7254.018232,-80133.589091
114.267630,7254.018232,-3404.947333,-75537.016103
114.270178,-7105.977043,-888.247130,-75537.016103
114.272726,6365.771101,-5477.523971,-78141.740796
114.275274,-5477.523971,3108.864956,-75537.016103
114.277822,-1480.411884,-4885.359217,-79367.493593
114.280370,148.041188,-3552.988522,-74464.482406
114.282919,-7402.059420,-740.205942,-76915.987999
114.285467,3701.029710,0.000000,-76149.892501
114.288015,0.000000,-2812.782580,-78601.398095
114.290563,-6069.688724,-1184.329507,-74617.701505
114.293111,3404.947333,-5329.482782,-77069.207099
114.295659,2368.659014,-1332.370696,-74464.482406
114.298207,-10066.800811,-4441.235652,-76915.987999
114.300755,3404.947333,-1776.494261,-75383.797003
114.303303,-9918.759623,-148.041188,-78141.740796
114.305851,10214.842000,-8290.306550,-79214.274493
114.308399,-6661.853478,-2812.782580,-75077.358804
114.310947,-6217.729913,5033.400406,-73391.948708
114.313495,10807.006753,-8290.306550,-79520.712692
114.316043,-8882.471304,-2516.700203,-77988.521696
114.318591,-7846.182985,13471.748144,-72472.634111
114.321140,2960.823768,-23094.425390,-81665.780087
114.323688,-5921.647536,6957.935855,-74617.701505
114.326236,740.205942,-9622.677246,-79827.150892
114.328784,23982.672521,-2960.823768,-72166.195912
114.331331,1924.535449,11251.130318,-74464.482406
114.333879,-12287.418637,-2368.659014,-71859.757712
114.336426,9918.759623,-444.123565,-75996.673402
114.338974,13323.706956,3552.988522,-68335.718422
114.341521,-14656.077652,-7402.059420,-79520.712692
114.344069,8438.347739,11843.295072,-73085.510509
114.346616,11399.171507,-7698.141797,-81512.560987
114.349164,-6217.729913,-10658.965565,-79367.493593
114.351711,14359.995275,-2516.700203,-74311.263306
114.354259,4441.235652,-3404.947333,-77682.083497
114.356806,3997.112087,-1184.329507,-77682.083497
114.359354,3849.070898,2516.700203,-76149.892501
114.361902,7105.977043,-4737.318029,-75690.235202
114.364449,-3404.947333,-5921.647536,-76456.330700
114.366997,5921.647536,-148.041188,-76456.330700
114.369544,9178.553681,-2516.700203,-74311.263306
114.372092,-3404.947333,-3701.029710,-79367.493593
114.374639,8882.471304,-2812.782580,-77528.864398
114.377187,3404.947333,-4589.276840,-78907.836294
114.379734,-1480.411884,-1924.535449,-75996.673402
114.382282,11991.336260,-1332.370696,-74158.044206
114.384829,7994.224174,-2960.823768,-79061.055394
114.387377,-5773.606348,-1184.329507,-78141.740796
114.389924,11695.253884,-3256.906145,-74311.263306
114.392472,5921.647536,-2220.617826,-74311.263306
114.395019,4737.318029,-1036.288319,-77375.645298
114.397567,4885.359217,148.041188,-77682.083497
114.400114,3701.029710,-5329.482782,-78601.398095
114.402662,-8438.347739,-5773.606348,-75537.016103
114.405209,11547.212695,-296.082377,-77375.645298
114.407757,1184.329507,5329.482782,-74311.263306
114.410304,-2960.823768,-12879.583391,-81972.218286
114.412852,21169.889941,7994.224174,-71859.757712
114.415399,16136.489536,-4885.359217,-73698.386908
114.417947,-26055.249158,-3701.029710,-79673.931792
114.420494,24870.919651,-5477.523971,-78907.836294
114.423042,-12139.377449,3849.070898,-75843.454302
114.425590,-17764.942608,-10955.047942,-78448.178995
114.428137,-3256.906145,-9918.759623,-78448.178995
114.430685,1184.329507,1036.288319,-79827.150892
114.433230,-9622.677246,-5625.565159,-78448.178995
114.435776,9474.636058,-9474.636058,-79980.369991
114.438322,13027.624579,4293.194464,-73698.386908
114.440868,-14359.995275,-1776.494261,-77222.426198
114.443414,5329.482782,-11991.336260,-74617.701505
114.445960,-7698.141797,1036.288319,-77988.521696
114.448506,-12435.459826,8734.430116,-73698.386908
114.451051,1332.370696,-6217.729913,-79980.369991
114.453597,444.123565,-444.123565,-75230.577904
114.456143,-2812.782580,-5921.647536,-79061.055394
114.458689,3256.906145,-3997.112087,-76609.549800
114.461235,2368.659014,-2220.617826,-73851.606007
114.463781,-2664.741391,148.041188,-77835.302597
114.466327,1036.288319,-1036.288319,-79061.055394
114.468872,-4293.194464,-4441.235652,-77528.864398
114.471418,-3552.988522,-6217.729913,-74770.920605
114.473964,-740.205942,-3256.906145,-77835.302597
114.476510,-4293.194464,-2220.617826,-78754.617194
114.479056,-2072.576638,-5625.565159,-79214.274493
114.481602,444.123565,-2664.741391,-77375.645298
114.484148,-5181.441594,-4737.318029,-75996.673402
114.486693,-2812.782580,-2516.700203,-77222.426198
114.489239,-5773.606348,4145.153275,-76456.330700
114.491785,10955.047942,740.205942,-73698.386908
114.494331,-444.123565,-6365.771101,-74004.825107
114.496877,-5033.400406,-1628.453072,-75383.797003
114.499423,8882.471304,5033.400406,-72472.634111
114.501969,-6365.771101,1924.535449,-74004.825107
114.504514,-2368.659014,-2812.782580,-79061.055394
114.507060,10214.842000,-888.247130,-74158.044206
114.509606,-17024.736666,-5181.441594,-73085.510509
114.512152,21762.054695,0.000000,-73238.729609
114.514698,1332.370696,-148.041188,-73238.729609
114.517244,2812.782580,11251.130318,-75077.358804
114.519790,-14063.912898,-8882.471304,-79214.274493
114.522335,37750.503042,-15248.242405,-87334.886772
114.524881,-17764.942608,-1776.494261,-74311.263306
114.527427,6365.771101,-12435.459826,-85036.600278
