#time,accel_x,accel_y,accel_z
1870.519273,-21465.972318,15248.242405,-70327.566716
1870.522110,17172.777854,-19393.395680,-88867.077768
1870.524948,-18949.272115,11695.253884,-65577.774629
1870.527786,21465.972318,-9178.553681,-76762.768900
1870.530623,-10510.924376,1776.494261,-74770.920605
1870.533461,12435.459826,-6069.688724,-77528.864398
1870.536298,-10214.842000,-4885.359217,-81512.560987
1870.539136,18949.272115,-13175.665768,-75996.673402
1870.541974,-15988.448347,-6217.729913,-77528.864398
1870.544811,3404.947333,-2368.659014,-77682.083497
1870.547649,-20577.725188,-6069.688724,-75537.016103
1870.550487,12583.501014,-15840.407159,-77375.645298
1870.553324,-4293.194464,-5625.565159,-79980.369991
1870.556162,-44856.480085,31384.731941,-66343.870127
1870.558959,52406.580694,6365.771101,-86875.229473
1870.561756,-35677.926404,21021.848753,-69101.813920
1870.564553,22354.219448,-11843.295072,-78141.740796
1870.567350,-11695.253884,-3997.112087,-74311.263306
1870.570147,24278.754898,-18061.024985,-79673.931792
1870.572943,-5921.647536,-2072.576638,-76303.111601
1870.575740,40267.203245,-1480.411884,-78141.740796
1870.578537,-25315.043216,7846.182985,-74617.701505
1870.581334,-11399.171507,1036.288319,-81512.560987
1870.584131,5625.565159,7698.141797,-76303.111601
1870.586928,-21169.889941,8734.430116,-71859.757712
1870.589725,12583.501014,-17320.819043,-81359.341888
1870.592522,-24278.754898,1184.329507,-76915.987999
1870.595319,24130.713709,-20873.807564,-82431.875585
1870.598116,-33013.185013,18801.230927,-67569.622924
1870.600913,23390.507767,-13323.706956,-81665.780087
1870.603710,-32124.937883,19393.395680,-64198.802732
1870.606506,27535.661042,-7105.977043,-82891.532884
1870.609303,-3849.070898,7550.100608,-81512.560987
1870.612100,24722.878463,3256.906145,-77835.302597
1870.614897,-10510.924376,6661.853478,-77988.521696
1870.617694,13471.748144,-3997.112087,-74311.263306
1870.620491,-28275.866984,-4145.153275,-77988.521696
1870.623288,13619.789333,-2960.823768,-76762.768900
1870.626085,-8142.265362,-888.247130,-76149.892501
1870.628882,5329.482782,-2072.576638,-79827.150892
1870.631679,-9474.636058,11251.130318,-76915.987999
1870.634476,4589.276840,5329.482782,-77988.521696
1870.637272,3997.112087,-13175.665768,-84883.381178
1870.640069,-30052.361245,17912.983796,-64811.679131
1870.642866,10510.924376,-36270.091158,-82278.656485
1870.645663,35974.008781,-5773.606348,-69867.909418
1870.648460,-2960.823768,-3552.988522,-66037.431928
1870.651257,21762.054695,25167.002028,-65424.555529
1870.654054,9918.759623,-1332.370696,-76915.987999
1870.656851,-36862.255912,-5181.441594,-74924.139704
1870.659648,46781.015534,-3849.070898,-77528.864398
1870.662445,-52110.498317,740.205942,-76915.987999
1870.665242,43524.109390,3404.947333,-69101.813920
1870.668039,27979.784608,-28868.031738,-80746.465489
1870.670639,-37750.503042,9474.636058,-59449.010645
1870.673239,3108.864956,-20281.642811,-83044.751983
1870.675840,-25315.043216,19097.313304,-71093.662214
1870.678440,9178.553681,-8142.265362,-88407.420469
1870.681041,1480.411884,16432.571912,-67876.061123
1870.683641,37454.420665,-17468.860231,-84883.381178
1870.686242,-33753.390955,13027.624579,-63126.269035
1870.688842,32569.061448,-20133.601622,-80133.589091
1870.691443,-16728.654289,-7846.182985,-79214.274493
1870.694043,15692.365970,-4737.318029,-77835.302597
1870.696644,-8290.306550,1628.453072,-75996.673402
1870.699244,8142.265362,-5773.606348,-80440.027290
1870.701845,-592.164754,-4737.318029,-71246.881314
1870.704445,-14656.077652,-444.123565,-75996.673402
1870.707046,-1480.411884,-12287.418637,-77069.207099
1870.709646,-18061.024985,-1332.370696,-75690.235202
1870.712247,6661.853478,-25907.207970,-82585.094684
1870.714847,-8290.306550,3997.112087,-67109.965625
1870.717448,35529.885216,-13323.706956,-79214.274493
1870.720048,-28719.990550,10510.924376,-73238.729609
1870.722649,20281.642811,2812.782580,-72625.853210
1870.725249,-21317.931130,-3997.112087,-77988.521696
1870.727850,36418.132346,-11399.171507,-81206.122788
1870.730450,-3849.070898,1332.370696,-74311.263306
1870.733051,9918.759623,-9622.677246,-75843.454302
1870.735651,1480.411884,-6365.771101,-73851.606007
1870.738251,-3108.864956,-8734.430116,-75690.235202
1870.740852,-13175.665768,-3108.864956,-73085.510509
1870.743452,-28719.990550,20725.766376,-63432.707234
1870.746053,24278.754898,-13323.706956,-93616.869856
