#time,accel_x,accel_y,accel_z
276.705626,1332.370696,-2516.700203,-76762.768900
276.708202,888.247130,-2664.741391,-76915.987999
276.710777,1924.535449,-3108.864956,-76762.768900
276.713353,444.123565,-2812.782580,-76915.987999
276.715928,1184.329507,-2072.576638,-76456.330700
276.718503,2220.617826,-1924.535449,-76762.768900
276.721079,1480.411884,-3552.988522,-77069.207099
276.723654,444.123565,-1924.535449,-76456.330700
276.726230,1628.453072,-1036.288319,-76456.330700
276.728805,1332.370696,-2072.576638,-76456.330700
276.731380,2960.823768,-1184.329507,-75230.577904
276.733956,1480.411884,-3552.988522,-77069.207099
276.736531,2220.617826,-2516.700203,-76303.111601
276.739106,148.041188,-2368.659014,-76456.330700
276.741682,1184.329507,-1480.411884,-76456.330700
276.744257,3256.906145,-2960.823768,-77069.207099
276.746833,444.123565,-3849.070898,-78294.959896
276.749408,1184.329507,-3701.029710,-77375.645298
276.751983,1036.288319,-592.164754,-75690.235202
276.754559,740.205942,-7254.018232,-77988.521696
276.757134,2368.659014,-9178.553681,-77528.864398
276.759693,-1776.494261,-2664.741391,-74004.825107
276.762253,5921.647536,-4737.318029,-73698.386908
276.764812,3108.864956,-5033.400406,-75690.235202
276.767372,-4589.276840,-7254.018232,-79214.274493
276.769931,6069.688724,-4145.153275,-78141.740796
276.772491,2072.576638,-4885.359217,-75996.673402
276.775050,6809.894666,-13175.665768,-76762.768900
276.777609,-4293.194464,-9030.512492,-74924.139704
276.780169,-4737.318029,-2664.741391,-77528.864398
276.782728,10955.047942,2960.823768,-73698.386908
276.785288,-10362.883188,-8734.430116,-80593.246390
276.787847,7846.182985,10066.800811,-77528.864398
276.790407,7550.100608,10510.924376,-74924.139704
276.792966,-13175.665768,-13175.665768,-81206.122788
276.795526,17024.736666,444.123565,-73391.948708
276.798085,-5773.606348,4885.359217,-74924.139704
276.800645,-11251.130318,740.205942,-84423.723880
276.803204,7105.977043,-1480.411884,-78448.178995
276.805763,6217.729913,-2072.576638,-72472.634111
276.808323,-3849.070898,-6513.812290,-77069.207099
276.810882,2664.741391,1776.494261,-74158.044206
276.813442,3404.947333,-1480.411884,-76915.987999
276.816001,-2812.782580,1480.411884,-78754.617194
276.818561,3108.864956,4145.153275,-76303.111601
276.821120,592.164754,-3849.070898,-77988.521696
276.823680,-148.041188,-5773.606348,-76609.549800
276.826239,2812.782580,-592.164754,-76609.549800
276.828798,592.164754,2812.782580,-77528.864398
276.831358,4293.194464,2220.617826,-76762.768900
276.833917,0.000000,5477.523971,-75537.016103
276.836477,-444.123565,3256.906145,-78754.617194
276.839036,1924.535449,-1332.370696,-77375.645298
276.841596,1332.370696,-5181.441594,-76456.330700
276.844155,740.205942,-6217.729913,-77988.521696
276.846715,-296.082377,7994.224174,-77375.645298
276.849274,6809.894666,8734.430116,-77835.302597
276.851834,-7402.059420,-592.164754,-77375.645298
276.854393,6513.812290,-6809.894666,-78907.836294
276.856952,-1184.329507,592.164754,-74464.482406
276.859512,-8142.265362,-3997.112087,-77375.645298
276.862063,15100.201217,-3849.070898,-82891.532884
276.864614,-2368.659014,8438.347739,-73238.729609
276.867166,-9030.512492,6809.894666,-70634.004916
276.869717,17172.777854,-10362.883188,-71093.662214
276.872268,-592.164754,-7846.182985,-71400.100414
276.874820,-18357.107362,14211.954086,-76915.987999
276.877371,18801.230927,-8586.388927,-80746.465489
276.879922,1480.411884,-20133.601622,-85189.819378
276.882473,-3997.112087,-1628.453072,-68488.937521
276.885025,7994.224174,-12879.583391,-77835.302597
276.887576,-14508.036463,4441.235652,-77222.426198
276.890127,12139.377449,-2516.700203,-76915.987999
276.892679,-1332.370696,-14656.077652,-77375.645298
276.895230,5181.441594,-14063.912898,-78907.836294
276.897781,1924.535449,0.000000,-75230.577904
276.900333,-1036.288319,-2664.741391,-76303.111601
276.902884,-3256.906145,-7105.977043,-75690.235202
276.905435,4145.153275,-10362.883188,-78601.398095
276.907986,3997.112087,-5773.606348,-75690.235202
276.910538,296.082377,-6365.771101,-79367.493593
276.913089,3404.947333,-1480.411884,-76609.549800
276.915640,-4589.276840,-592.164754,-75690.235202
276.918192,-148.041188,-3108.864956,-74464.482406
276.920743,2368.659014,-1776.494261,-73851.606007
276.923294,1776.494261,-4589.276840,-77222.426198
276.925845,-2220.617826,-3849.070898,-77835.302597
276.928397,5329.482782,-10214.842000,-78141.740796
276.930948,148.041188,-4589.276840,-73545.167808
276.933499,296.082377,-5329.482782,-78141.740796
276.936051,1924.535449,-3701.029710,-75537.016103
276.938602,1184.329507,-7698.141797,-78294.959896
276.941153,-1332.370696,-8438.347739,-74617.701505
276.943704,3701.029710,-6069.688724,-75843.454302
276.946256,1480.411884,-592.164754,-76303.111601
276.948807,3701.029710,-4589.276840,-78141.740796
276.951358,-6661.853478,-15692.365970,-77069.207099
276.953910,11547.212695,0.000000,-74158.044206
276.956461,-1480.411884,2516.700203,-73085.510509
276.959012,-9622.677246,-14211.954086,-80899.684589
276.961563,22502.260637,-444.123565,-74770.920605
276.964106,1776.494261,-13619.789333,-70174.347617
276.966649,1628.453072,19541.436869,-71706.538613
276.969192,592.164754,10066.800811,-73851.606007
276.971735,14952.160028,148.041188,-87641.324971
276.974277,-6513.812290,-5773.606348,-80899.684589
276.976820,-8882.471304,-21021.848753,-79214.274493
276.979363,-2812.782580,7698.141797,-71400.100414
276.981906,13767.830521,15544.324782,-70634.004916
276.984448,-3108.864956,4737.318029,-76915.987999
276.986991,-9474.636058,5329.482782,-78448.178995
276.989534,19097.313304,1628.453072,-76303.111601
276.992077,-18357.107362,-18801.230927,-78754.617194
276.994620,11695.253884,888.247130,-77835.302597
276.997162,1332.370696,10955.047942,-77069.207099
276.999705,-4441.235652,-5477.523971,-85036.600278
277.002248,9326.594869,9622.677246,-73238.729609
277.004791,3552.988522,3849.070898,-72625.853210
277.007333,-3108.864956,-6365.771101,-77528.864398
277.009876,3256.906145,0.000000,-75230.577904
277.012419,3701.029710,148.041188,-75690.235202
277.014962,-1184.329507,-2368.659014,-81052.903688
277.017504,3404.947333,1036.288319,-77375.645298
277.020047,3108.864956,-5921.647536,-77988.521696
277.022590,592.164754,296.082377,-77069.207099
277.025133,740.205942,4441.235652,-76762.768900
277.027676,1776.494261,1184.329507,-78141.740796
277.030218,-1332.370696,3552.988522,-76762.768900
277.032761,-592.164754,1776.494261,-76915.987999
277.035304,2664.741391,-3701.029710,-77375.645298
277.037847,3404.947333,-444.123565,-75383.797003
277.040389,-1628.453072,7994.224174,-76456.330700
277.042932,6365.771101,5625.565159,-77222.426198
277.045475,-9622.677246,-1184.329507,-76609.549800
277.048018,8734.430116,-10066.800811,-78754.617194
277.050561,-2220.617826,5477.523971,-74004.825107
277.053103,-4441.235652,-1776.494261,-77375.645298
277.055646,17024.736666,740.205942,-78448.178995
277.058189,6513.812290,3997.112087,-73545.167808
277.060732,-16876.695478,6661.853478,-71706.538613
277.063274,27239.578666,-6513.812290,-74004.825107
277.065813,-6069.688724,-28571.949361,-84883.381178
277.068351,-13027.624579,4293.194464,-84270.504780
277.070889,28275.866984,-10955.047942,-78754.617194
277.073427,-4589.276840,-5773.606348,-74617.701505
277.075965,-6957.935855,-592.164754,-64811.679131
277.078503,2368.659014,-10214.842000,-78448.178995
277.081042,1184.329507,4737.318029,-75843.454302
277.083580,-2812.782580,0.000000,-75383.797003
277.086118,-3404.947333,-10658.965565,-82891.532884
277.088656,18949.272115,-17172.777854,-79367.493593
277.091194,-9474.636058,1776.494261,-72625.853210
277.093733,-2368.659014,-1036.288319,-75690.235202
277.096271,1776.494261,-7698.141797,-75843.454302
277.098809,3404.947333,-10955.047942,-77069.207099
277.101347,2516.700203,-6069.688724,-73698.386908
277.103885,1332.370696,-5773.606348,-78294.959896
277.106424,1184.329507,296.082377,-75383.797003
277.108962,-148.041188,-5773.606348,-77375.645298
277.111500,2072.576638,-3256.906145,-78141.740796
277.114038,592.164754,-1036.288319,-74311.263306
277.116576,444.123565,-7698.141797,-79673.931792
277.119114,1924.535449,-7846.182985,-77835.302597
